method,samples,top1_accuracy,top3_accuracy,macro_f1,hematite_recall,magnetite_recall,hm_min_recall,min_class_recall,feature_count,feature_mode,ablation_type,ablation_value
ExtraTrees,2,0.5,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,72,thickness_aware,source_plus_global,mono_50kev_normal_narrow
ExtraTrees,2,0.5,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,83,thickness_aware,source_plus_global,mono_70kev_normal_narrow
