method,eval_split,physical_perturbation_profile,actual,predicted,count,rate
ExtraTreesMulticlassMain,stress_holdout,calibration_shift_stress_neg,Hematite,Ilmenite,1,0.25
ExtraTreesMulticlassMain,stress_holdout,calibration_shift_stress_neg,Ilmenite,Ilmenite,4,1.0
ExtraTreesMulticlassMain,stress_holdout,calibration_shift_stress_neg,Magnesite,Magnesite,4,1.0
ExtraTreesMulticlassMain,stress_holdout,calibration_shift_stress_neg,Magnetite,Magnetite,4,1.0
ExtraTreesMulticlassMain,stress_holdout,calibration_shift_stress_neg,Orthoclase,Orthoclase,4,1.0
ExtraTreesMulticlassMain,stress_holdout,calibration_shift_stress_neg,Pyrite,Pyrite,4,1.0
ExtraTreesMulticlassMain,stress_holdout,calibration_shift_stress_neg,Quartz,Quartz,4,1.0
ExtraTreesMulticlassMain,stress_holdout,calibration_shift_stress_neg,Rutile,Rutile,4,1.0
ExtraTreesMulticlassMain,stress_holdout,calibration_shift_stress_neg,Siderite,Siderite,4,1.0
ExtraTreesMulticlassMain,stress_holdout,calibration_shift_stress_neg,Sphalerite,Sphalerite,4,1.0
ExtraTreesMulticlassMain,stress_holdout,combined_stress_high,Albite,Albite,4,1.0
