method,round_id,samples,top1_accuracy,top2_accuracy,macro_f1,hematite_recall,magnetite_recall,hm_min_recall,pairwise_hm_min_recall,model_size_rank,view_name,feature_count
ExtraTrees,0,120,0.5166666666666667,1.0,0.5132867132867133,0.6,0.43333333333333335,0.43333333333333335,0.43333333333333335,0,all,16129
ExtraTrees,0,120,0.4583333333333333,1.0,0.4497354497354497,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,transmission_only,8065
ExtraTrees,0,120,0.5166666666666667,1.0,0.5117845117845118,0.6166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0,side_scatter_only,8065
ExtraTrees,0,120,0.5166666666666667,1.0,0.5154553049289892,0.5666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,0,high_energy_only,8065
ExtraTrees,0,120,0.48333333333333334,1.0,0.4762038862292312,0.6,0.36666666666666664,0.36666666666666664,0.36666666666666664,0,normal_wide_only,5377
