split,method,samples,status,top1_accuracy,macro_f1,hematite_recall,magnetite_recall,hm_min_recall,roc_auc_magnetite,feature_count,confusions,top_features,top_sources,top_feature_families
validation,HMPairwiseExtraTrees,12,ok,0.5833333333333334,0.5555555555555556,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.6111111111111112,201,Magnetite:4;Hematite:1,dict_distance_margin:0.0417;mono_200kev__Rsig020_e_110_120:0.0245;mono_110kev__theta_std:0.0229;mono_200kev__A_per_mm_e_120_inf:0.0215;mono_200kev__A_e_110_120:0.0210;mono_200kev__A_e_100_110:0.0181;mono_200kev__Rsig020_e_060_070:0.0164;mono_200kev__Rsig050_e_100_110:0.0162;mono_200kev__Rsig050_e_050_060:0.0160;mono_200kev__Rsig050_e_110_120:0.0141;mono_110kev__A_per_mm_e_110_120:0.0137;mono_70kev__hit_energy_q10:0.0133;mono_200kev__theta_std:0.0125;mono_200kev__Rsig050_e_040_050:0.0125;mono_200kev__Rsig020_e_100_110:0.0120,mono_200kev:0.1847;global:0.0417;mono_110kev:0.0366;mono_70kev:0.0133,detector_response:0.1116;spectral_shape:0.0486;dictionary_distance:0.0417;attenuation:0.0391;thickness_normalized_attenuation:0.0352
