split,method,samples,status,top1_accuracy,macro_f1,hematite_recall,magnetite_recall,hm_min_recall,roc_auc_magnetite,feature_count,confusions,top_features,top_sources,top_feature_families
validation,HMPairwiseExtraTrees,120,ok,0.625,0.6237196014215037,0.6833333333333333,0.5666666666666667,0.5666666666666667,0.707777777777778,507,Hematite:26;Magnetite:19,mono_200kev__A_per_mm_e_120_inf:0.0194;mono_150kev__A_per_mm_e_120_inf:0.0085;mono_150kev__theta_std:0.0067;mono_200kev__theta_std:0.0063;mono_120kev__theta_std:0.0061;mono_150kev__Rsig020_e_090_100:0.0060;mono_90kev__theta_std:0.0058;mono_150kev__Rsig050_e_090_100:0.0057;mono_70kev__A_per_mm_e_070_080:0.0056;mono_110kev__theta_std:0.0054;mono_150kev__scattered_hit_energy_mean:0.0054;mono_110kev__scattered_hit_energy_mean:0.0052;mono_70kev__theta_std:0.0050;mono_120kev__scattered_hit_energy_mean:0.0050;mono_150kev__Rsig050_e_070_080:0.0049,mono_150kev:0.0371;mono_200kev:0.0256;mono_120kev:0.0111;mono_70kev:0.0107;mono_110kev:0.0106;mono_90kev:0.0058,spectral_shape:0.0354;thickness_normalized_attenuation:0.0335;detector_response:0.0165;scatter_direct:0.0156
