timestamp_utc,protocol_name,evaluation_stage,hypothesis,change_summary,raw_dirs,photon_budget,train_seeds,validation_seeds,test_seeds,burned_test_seeds,contains_burned_test_seed,table_mode,selected_method,validation_top1_accuracy,validation_macro_f1,validation_min_class_recall,validation_hematite_recall,validation_magnetite_recall,development_top1_accuracy,development_macro_f1,development_min_class_recall,development_hematite_recall,development_magnetite_recall,final_top1_accuracy,final_macro_f1,final_min_class_recall,final_hematite_recall,final_magnetite_recall,model_feature_count,min_class_support_observed,claim_safe,failure_reason,next_action
2026-04-29T06:27:56+00:00,v6_hm_lowwide_development_gate,development_validation_only,layered_absorption_group_with_hm_expert_and_enriched_spectral_features,strict audit with validation-only model selection and paper ledger outputs,build/material_sorting_runs/v5_hm_lowwide,5000,"1501,1502,1503,1504,1505,1506,1507,1508,1509,1510,1511,1512,1513,1514,1515,1516,1517,1518,1519,1520","1601,1602,1603,1604,1605,1606,1607,1608,1609,1610",505,"303,505,707,808,909,1001,1102",False,multi_source_fused,HistGradientBoosting,0.8291666666666667,0.8291548024168345,0.65,0.6666666666666666,0.65,0.8291666666666667,0.8291548024168345,0.65,0.6666666666666666,0.65,,,,,,850,60,False,development_hematite_recall_below_0.75;development_magnetite_recall_below_0.75;development_hm_min_recall_below_0.75,continue_hm_train_validation_iteration_without_opening_final_test
