timestamp_utc,protocol_name,evaluation_stage,hypothesis,change_summary,raw_dirs,photon_budget,train_seeds,validation_seeds,test_seeds,burned_test_seeds,contains_burned_test_seed,table_mode,selected_method,validation_top1_accuracy,validation_macro_f1,validation_min_class_recall,validation_hematite_recall,validation_magnetite_recall,development_top1_accuracy,development_macro_f1,development_min_class_recall,development_hematite_recall,development_magnetite_recall,final_top1_accuracy,final_macro_f1,final_min_class_recall,final_hematite_recall,final_magnetite_recall,model_feature_count,min_class_support_observed,claim_safe,failure_reason,next_action
2026-04-28T13:46:10+00:00,v3_hm_smoke_development_only,development_validation_only,layered_absorption_group_with_hm_expert_and_enriched_spectral_features,strict audit with validation-only model selection and paper ledger outputs,build/material_sorting_runs/v3_hm_smoke,5000,1201,1301,0,"303,505,707,808,909,1001,1102",False,multi_source_fused,HierarchicalExtraTrees,0.7083333333333334,0.7044955044955045,0.5,0.5,0.6666666666666666,0.7083333333333334,0.7044955044955045,0.5,0.5,0.6666666666666666,,,,,,311,6,False,per_class_support_below_30=6;top1_accuracy_below_0.85;macro_f1_below_0.8;min_class_recall_below_0.7;hm_min_recall_below_target,continue_train_validation_iteration_without_reusing_final_test
