method,eval_split,physical_perturbation_profile,actual,predicted,count,rate
ExtraTreesMulticlassMain,validation,combined_validation_mid,Quartz,Quartz,8,1.0
ExtraTreesMulticlassMain,validation,nominal,Albite,Albite,8,1.0
ExtraTreesMulticlassMain,validation,nominal,Calcite,Calcite,8,1.0
ExtraTreesMulticlassMain,validation,nominal,Chalcopyrite,Chalcopyrite,8,1.0
ExtraTreesMulticlassMain,validation,nominal,Dolomite,Dolomite,8,1.0
ExtraTreesMulticlassMain,validation,nominal,Galena,Galena,8,1.0
ExtraTreesMulticlassMain,validation,nominal,Hematite,Hematite,8,1.0
ExtraTreesMulticlassMain,validation,nominal,Magnetite,Magnetite,8,1.0
ExtraTreesMulticlassMain,validation,nominal,Orthoclase,Orthoclase,8,1.0
ExtraTreesMulticlassMain,validation,nominal,Pyrite,Pyrite,8,1.0
ExtraTreesMulticlassMain,validation,nominal,Quartz,Quartz,8,1.0
ExtraTreesMulticlassMain,validation,resolution_blur_validation_mid,Albite,Albite,8,1.0
ExtraTreesMulticlassMain,validation,resolution_blur_validation_mid,Calcite,Calcite,8,1.0
ExtraTreesMulticlassMain,validation,resolution_blur_validation_mid,Chalcopyrite,Chalcopyrite,8,1.0
ExtraTreesMulticlassMain,validation,resolution_blur_validation_mid,Dolomite,Dolomite,8,1.0
ExtraTreesMulticlassMain,validation,resolution_blur_validation_mid,Galena,Galena,8,1.0
ExtraTreesMulticlassMain,validation,resolution_blur_validation_mid,Hematite,Hematite,8,1.0
ExtraTreesMulticlassMain,validation,resolution_blur_validation_mid,Magnetite,Magnetite,8,1.0
ExtraTreesMulticlassMain,validation,resolution_blur_validation_mid,Orthoclase,Orthoclase,8,1.0
ExtraTreesMulticlassMain,validation,resolution_blur_validation_mid,Pyrite,Pyrite,8,1.0
ExtraTreesMulticlassMain,validation,resolution_blur_validation_mid,Quartz,Quartz,8,1.0
ExtraTreesMulticlassMain,validation,source_energy_scale_validation_mid,Albite,Albite,8,1.0
