timestamp_utc,protocol_name,evaluation_stage,selected_method,selected_round,hm_min_recall,pairwise_hm_min_recall,gate_passed,claim_safe,next_action
2026-04-29T16:43:11+00:00,v7a_hm_measurement_cube_training,development_validation_only,ExtraTrees,1,0.0,0.0,False,False,v7B_if_v7A_repeat_fails
