method,round_id,samples,top1_accuracy,top2_accuracy,macro_f1,hematite_recall,magnetite_recall,hm_min_recall,pairwise_hm_min_recall,model_size_rank,feature_count
ExtraTrees,1,4,0.5,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0,1793
